N2	SingPers1p	c
N2	SingPers1p	v
N2	SingPers3s	c
N2	SingPers3s	v
N2	SingPers3s	o
N2	SingEzafe	v
N2	SingPers1s	c
N2	SingPers1s	v
N2	SingPers1s	o
N2	SingPers2p	c
N2	SingPers2p	v
v15	2\*3plPastprog	
v15	2\*3sgPreInd	
v15	2\*3plImpComp	
v15	partOblig	
v15	3sgPreparfNeg	
v15	partPas	
v15	1plPreSubjNeg	
v15	2sgPreIndNeg	
v15	1plPastprog	
v15	1plPreSubj	
v15	1sgImpCompNeg	
v15	1sgPreterit	
v15	2sgImpComp	
v15	2plPastprog	
v15	2plPreparfNegFam	
v15	1sgImpComp	
v15	3plPreSubjNeg	
v15	\*10\*inf	
v15	3sgImpCompNeg	
v15	2sgPreSubj	
v15	1plPreInd	
v15	2sgImpCompNeg	
v15	2plPastprogNeg	
v15	2sgPreInd	
v15	2\*3plPreteritNegFam	
v15	1sgPreteritNeg	
v15	2\*3plPastprogFam	
v15	partPres	
v15	3plPreparfFam	
v15	3sgPreparfFam	
v15	2plPreteritNeg	
v15	3sgPreSubjNegFam	
v15	ProhibNorm	
v15	3sgPreSubjNeg	
v15	2plPreparfFam	
v15	2sgPreSubjNeg	
v15	2plPreparfNeg	
v15	1plImpCompNeg	
v15	3sgPreparfNegFam	
v15	3sgPreSubjFam	
v15	infApocope	
v15	2\*3sgPastprog	
v15	2\*3plPastprogNegFam	
v15	1plPreparfNegFam	
v15	3sgPastprogNeg	
v15	1plPreparf	
v15	1plPreterit	
v15	1sgPreparfNegFam	
v15	gerPres	
v15	2plImpCompNeg	
v15	3plPreparfNeg	
v15	2\*3plPreterit	
v15	3sgPreIndNegFam	
v15	1sgPreparfNeg	
v15	ProhibNormForm	
v15	2sgPastprogNeg	
v15	2sgPreteritNeg	
v15	1sgPreparf	
v15	2sgPreparf	
v15	1sgPreSubjNeg	
v15	ProhibNormFormpl	
v15	1sgPreSubj	
v15	2\*3plPreIndNegFam	
v15	1sgPreInd	
v15	3plPastprogNeg	
v15	2sgPreterit	
v15	2plPreSubj	
v15	3plPreIndNeg	
v15	3sgPreparf	
v15	2plPreInd	
v15	1sgPreIndNeg	
v15	1plPreparfFam	
v15	3plPreparf	
v15	1sgPreparfFam	
v15	3sgPreIndNeg	
v15	2\*3plPreparfNegFam	
v15	1plPreIndNeg	
v15	2\*3plPreSubjNegFam	
v15	2plPreIndNeg	
v15	2plPreparf	
v15	imperNormpl	
v15	imperNorm	
v15	1plPreteritNeg	
v15	3sgImpComp	
v15	3plImpCompNeg	
v15	1plPreparfNeg	
v15	3plPreparfNegFam	
v15	2sgPreparfNegFam	
v15	2\*3plPreparfFam	
v15	ProhibNormpl	
v15	1sgPastprog	
v15	1plImpComp	
v15	3plPreteritNeg	
v15	2\*3sgPreSubj	
v15	2\*3plPreInd	
v15	2\*3plPreSubj	
v15	2\*3plPreIndFam	
v15	3sgPreteritNeg	
v15	2\*3plPreteritFam	
v15	3sgPreIndFam	
v15	2\*3plImpCompNeg	
v15	partPasNeg	
v15	2\*3sgPreterit	
v15	2sgPreparfNeg	
v15	1sgPastprogNeg	
v15	2plPreSubjNeg	
v15	3plImpComp	
v15	2plImpComp	
v15	2plPreterit	
v15	2\*3plPreSubjFam	
v15	1plPastprogNeg	
v15	2sgPastprog	
v15	2sgPreparfFam	
ADV1		
N8	PlurPers1p	
N8	SingPers2s	
N8	PlurPers2p	
N8	PlurPers1s	
N8	SingPers3p	
N8	SingPers1p	
N8	SingEzafe	
N8	SingPers1s	
N8	PlurPers2s	
N8	Sing	
N8	SingIndef	
N8	PlurEzafe	
N8	PlurIndef	
N8	Plur	
N8	PlurPers3p	
N8	SingPers3s	
N8	SingPers2p	
N8	PlurPers3s	
ADJ_ORD	ORD	
N5	PlurPers1p	
N5	SingPers2s	c
N5	SingPers2s	v
N5	SingPers2s	o
N5	PlurPers2p	
N5	PlurPers1s	
N5	SingPers3p	c
N5	SingPers3p	v
N5	SingPers1p	c
N5	SingPers1p	v
N5	SingEzafe	v
N5	SingPers1s	c
N5	SingPers1s	v
N5	SingPers1s	o
N5	PlurPers2s	
N5	Sing	
N5	SingIndef	c
N5	SingIndef	v
N5	PlurEzafe	
N5	PlurIndef	
N5	Plur	
N5	PlurPers3p	
N5	SingPers3s	c
N5	SingPers3s	v
N5	SingPers3s	o
N5	SingPers2p	c
N5	SingPers2p	v
N5	PlurPers3s	
v6	2\*3plPastprog	
v6	2\*3sgPreInd	
v6	2\*3plImpComp	
v6	partOblig	
v6	3sgPreparfNeg	
v6	partPas	
v6	1plPreSubjNeg	
v6	2sgPreIndNeg	
v6	1plPastprog	
v6	1plPreSubj	
v6	1sgImpCompNeg	
v6	1sgPreterit	
v6	2sgImpComp	
v6	2plPastprog	
v6	2plPreparfNegFam	
v6	1sgImpComp	
v6	3plPreSubjNeg	
v6	\*10\*inf	
v6	3sgImpCompNeg	
v6	2sgPreSubj	
v6	1plPreInd	
v6	2sgImpCompNeg	
v6	2plPastprogNeg	
v6	2sgPreInd	
v6	2\*3plPreteritNegFam	
v6	1sgPreteritNeg	
v6	2\*3plPastprogFam	
v6	partPres	
v6	3plPreparfFam	
v6	3sgPreparfFam	
v6	2plPreteritNeg	
v6	3sgPreSubjNegFam	
v6	ProhibNorm	
v6	3sgPreSubjNeg	
v6	2plPreparfFam	
v6	2sgPreSubjNeg	
v6	2plPreparfNeg	
v6	1plImpCompNeg	
v6	3sgPreparfNegFam	
v6	infApocope	
v6	2\*3sgPastprog	
v6	2\*3plPastprogNegFam	
v6	1plPreparfNegFam	
v6	3sgPastprogNeg	
v6	1plPreparf	
v6	1plPreterit	
v6	1sgPreparfNegFam	
v6	gerPres	
v6	2plImpCompNeg	
v6	3plPreparfNeg	
v6	2\*3plPreterit	
v6	1sgPreparfNeg	
v6	ProhibNormForm	
v6	2sgPastprogNeg	
v6	2sgPreteritNeg	
v6	1sgPreparf	
v6	2sgPreparf	
v6	1sgPreSubjNeg	
v6	ProhibNormFormpl	
v6	1sgPreSubj	
v6	1sgPreInd	
v6	3plPastprogNeg	
v6	2sgPreterit	
v6	2plPreSubj	
v6	3plPreIndNeg	
v6	3sgPreparf	
v6	2plPreInd	
v6	1sgPreIndNeg	
v6	1plPreparfFam	
v6	3plPreparf	
v6	1sgPreparfFam	
v6	3sgPreIndNeg	
v6	2\*3plPreparfNegFam	
v6	1plPreIndNeg	
v6	2\*3plPreSubjNegFam	
v6	2plPreIndNeg	
v6	2plPreparf	
v6	imperNormpl	
v6	imperNorm	
v6	1plPreteritNeg	
v6	3sgImpComp	
v6	3plImpCompNeg	
v6	1plPreparfNeg	
v6	3plPreparfNegFam	
v6	2sgPreparfNegFam	
v6	2\*3plPreparfFam	
v6	ProhibNormpl	
v6	1sgPastprog	
v6	1plImpComp	
v6	3plPreteritNeg	
v6	2\*3sgPreSubj	
v6	2\*3plPreInd	
v6	2\*3plPreSubj	
v6	2\*3plPreIndFam	
v6	3sgPreteritNeg	
v6	2\*3plPreteritFam	
v6	2\*3sgPreSubjFam	
v6	3sgPreIndFam	
v6	2\*3plImpCompNeg	
v6	partPasNeg	
v6	2\*3sgPreterit	
v6	2sgPreparfNeg	
v6	1sgPastprogNeg	
v6	2\*3plPreIndNeg	
v6	2plPreSubjNeg	
v6	3plImpComp	
v6	2plImpComp	
v6	2plPreterit	
v6	2\*3plPreSubjFam	
v6	1plPastprogNeg	
v6	2sgPastprog	
v6	2sgPreparfFam	
v-aux	3sgPreIndNeg	
v-aux	2\*3sgPreterit	
v-aux	3sgPastprogNeg	
v-aux	\*10\*inf	
v-aux	3sgPreSubjNeg	
v-aux	2\*3sgPreSubj	
v-aux	3sgPastprog	
v-aux	3sgPreteritNeg	
v-aux	3sgPreInd	
v26	2\*3plPastprog	
v26	2\*3sgPreInd	
v26	1plIrreel	
v26	partOblig	
v26	3sgPreparfNeg	
v26	partPas	
v26	2sgPreIndNeg	
v26	1plPastprog	
v26	1sgIrreel	
v26	1sgPreterit	
v26	2\*3sgIrreel	
v26	2plPastprog	
v26	2plPreparfNegFam	
v26	3plIrreelNegFam	
v26	\*10\*inf	
v26	1plPreInd	
v26	1plIrreelNeg	
v26	1sgIrreelNeg	
v26	2plPastprogNeg	
v26	2sgPreInd	
v26	3sgIrreelNeg	
v26	2\*3plPreteritNegFam	
v26	1sgPreteritNeg	
v26	2\*3plPastprogFam	
v26	partPres	
v26	3plPreparfFam	
v26	3sgPreparfFam	
v26	2plPreteritNeg	
v26	ProhibNorm	
v26	2plPreparfFam	
v26	2sgIrreelNeg	
v26	2plPreparfNeg	
v26	3sgPreparfNegFam	
v26	infApocope	
v26	2\*3sgPastprog	
v26	2\*3plPastprogNegFam	
v26	1plPreparfNegFam	
v26	3sgPastprogNeg	
v26	1plPreparf	
v26	1plPreterit	
v26	1sgPreparfNegFam	
v26	gerPres	
v26	3plPreparfNeg	
v26	2\*3plPreterit	
v26	1sgPreparfNeg	
v26	ProhibNormForm	
v26	2sgPastprogNeg	
v26	2sgPreteritNeg	
v26	3plIrreelNeg	
v26	1sgPreparf	
v26	2sgPreparf	
v26	ProhibNormFormpl	
v26	1sgPreInd	
v26	3plPastprogNeg	
v26	2sgPreterit	
v26	2plIrreelNeg	
v26	3plPreIndNeg	
v26	3sgPreparf	
v26	2plPreInd	
v26	1sgPreIndNeg	
v26	1plPreparfFam	
v26	3plPreparf	
v26	1sgPreparfFam	
v26	3sgPreIndNeg	
v26	2\*3plPreparfNegFam	
v26	1plPreIndNeg	
v26	2plPreIndNeg	
v26	2\*3plIrreel	
v26	2plPreparf	
v26	1plPreteritNeg	
v26	2\*3plIrreelFam	
v26	3plPreparfNegFam	
v26	1plPreparfNeg	
v26	2sgPreparfNegFam	
v26	2\*3plPreparfFam	
v26	ProhibNormpl	
v26	1sgPastprog	
v26	3plPreteritNeg	
v26	2\*3sgPreIndFam	
v26	2\*3plPreInd	
v26	2\*3plPreIndFam	
v26	3sgPreteritNeg	
v26	2\*3plPreteritFam	
v26	partPasNeg	
v26	2\*3sgPreterit	
v26	2sgPreparfNeg	
v26	1sgPastprogNeg	
v26	2sgIrreel	
v26	2plPreterit	
v26	1plPastprogNeg	
v26	2sgPastprog	
v26	2plIrreel	
v26	2sgPreparfFam	
v11	2\*3plPastprog	
v11	2\*3sgPreInd	
v11	2\*3plImpComp	
v11	partOblig	
v11	3sgPreparfNeg	
v11	partPas	
v11	1plPreSubjNeg	
v11	2sgPreIndNeg	
v11	1plPastprog	
v11	1plPreSubj	
v11	1sgImpCompNeg	
v11	1sgPreterit	
v11	2sgImpComp	
v11	2plPastprog	
v11	2plPreparfNegFam	
v11	1sgImpComp	
v11	3plPreSubjNeg	
v11	\*10\*inf	
v11	3sgImpCompNeg	
v11	2sgPreSubj	
v11	1plPreInd	
v11	2sgImpCompNeg	
v11	2plPastprogNeg	
v11	2sgPreInd	
v11	2\*3plPreteritNegFam	
v11	1sgPreteritNeg	
v11	2\*3plPastprogFam	
v11	partPres	
v11	3plPreparfFam	
v11	3sgPreparfFam	
v11	2plPreteritNeg	
v11	3sgPreSubjNegFam	
v11	ProhibNorm	
v11	3sgPreSubjNeg	
v11	2plPreparfFam	
v11	2sgPreSubjNeg	
v11	2plPreparfNeg	
v11	1plImpCompNeg	
v11	3sgPreparfNegFam	
v11	3sgPreSubjFam	
v11	infApocope	
v11	2\*3sgPastprog	
v11	2\*3plPastprogNegFam	
v11	1plPreparfNegFam	
v11	3sgPastprogNeg	
v11	1plPreparf	
v11	1plPreterit	
v11	1sgPreparfNegFam	
v11	gerPres	
v11	2plImpCompNeg	
v11	3plPreparfNeg	
v11	2\*3plPreterit	
v11	3sgPreIndNegFam	
v11	1sgPreparfNeg	
v11	ProhibNormForm	
v11	2sgPastprogNeg	
v11	2sgPreteritNeg	
v11	1sgPreparf	
v11	2sgPreparf	
v11	1sgPreSubjNeg	
v11	ProhibNormFormpl	
v11	1sgPreSubj	
v11	2\*3plPreIndNegFam	
v11	1sgPreInd	
v11	3plPastprogNeg	
v11	2sgPreterit	
v11	2plPreSubj	
v11	3plPreIndNeg	
v11	3sgPreparf	
v11	2plPreInd	
v11	1sgPreIndNeg	
v11	1plPreparfFam	
v11	3plPreparf	
v11	1sgPreparfFam	
v11	3sgPreIndNeg	
v11	2\*3plPreparfNegFam	
v11	1plPreIndNeg	
v11	2\*3plPreSubjNegFam	
v11	2plPreIndNeg	
v11	2plPreparf	
v11	imperNormpl	
v11	imperNorm	
v11	1plPreteritNeg	
v11	3sgImpComp	
v11	3plImpCompNeg	
v11	1plPreparfNeg	
v11	3plPreparfNegFam	
v11	2sgPreparfNegFam	
v11	2\*3plPreparfFam	
v11	ProhibNormpl	
v11	1sgPastprog	
v11	1plImpComp	
v11	3plPreteritNeg	
v11	2\*3sgPreSubj	
v11	2\*3plPreInd	
v11	2\*3plPreSubj	
v11	2\*3plPreIndFam	
v11	3sgPreteritNeg	
v11	2\*3plPreteritFam	
v11	3sgPreIndFam	
v11	2\*3plImpCompNeg	
v11	partPasNeg	
v11	2\*3sgPreterit	
v11	2sgPreparfNeg	
v11	1sgPastprogNeg	
v11	2plPreSubjNeg	
v11	3plImpComp	
v11	2plImpComp	
v11	2plPreterit	
v11	2\*3plPreSubjFam	
v11	1plPastprogNeg	
v11	2sgPastprog	
v11	2sgPreparfFam	
v28	2\*3plPastprog	
v28	2\*3sgPreInd	
v28	2\*3plImpComp	
v28	partOblig	
v28	3sgPreparfNeg	
v28	partPas	
v28	1plPreSubjNeg	
v28	2sgPreIndNeg	
v28	1plPastprog	
v28	1plPreSubj	
v28	1sgImpCompNeg	
v28	1sgPreterit	
v28	2sgImpComp	
v28	2plPastprog	
v28	2plPreparfNegFam	
v28	1sgImpComp	
v28	3plPreSubjNeg	
v28	\*10\*inf	
v28	3sgImpCompNeg	
v28	2sgPreSubj	
v28	1plPreInd	
v28	2sgImpCompNeg	
v28	2plPastprogNeg	
v28	2sgPreInd	
v28	2\*3plPreteritNegFam	
v28	1sgPreteritNeg	
v28	2\*3plPastprogFam	
v28	partPres	
v28	3plPreparfFam	
v28	3sgPreparfFam	
v28	2plPreteritNeg	
v28	3sgPreSubjNegFam	
v28	ProhibNorm	
v28	3sgPreSubjNeg	
v28	2plPreparfFam	
v28	2sgPreSubjNeg	
v28	2plPreparfNeg	
v28	1plImpCompNeg	
v28	3sgPreparfNegFam	
v28	3sgPreSubjFam	
v28	infApocope	
v28	3plPreIndNegFam	
v28	2\*3sgPastprog	
v28	2\*3plPastprogNegFam	
v28	3plPreSubjNegFam	
v28	1plPreparfNegFam	
v28	3sgPastprogNeg	
v28	1plPreparf	
v28	1plPreterit	
v28	1sgPreparfNegFam	
v28	gerPres	
v28	2plImpCompNeg	
v28	3plPreparfNeg	
v28	2\*3plPreterit	
v28	3sgPreIndNegFam	
v28	1sgPreparfNeg	
v28	ProhibNormForm	
v28	2sgPastprogNeg	
v28	2sgPreteritNeg	
v28	1sgPreparf	
v28	2sgPreparf	
v28	1sgPreSubjNeg	
v28	ProhibNormFormpl	
v28	1sgPreSubj	
v28	1sgPreInd	
v28	3plPastprogNeg	
v28	2sgPreterit	
v28	2plPreSubj	
v28	3plPreIndNeg	
v28	3sgPreparf	
v28	2plPreInd	
v28	1sgPreIndNeg	
v28	1plPreparfFam	
v28	3plPreparf	
v28	1sgPreparfFam	
v28	3sgPreIndNeg	
v28	2\*3plPreparfNegFam	
v28	1plPreIndNeg	
v28	2plPreIndNeg	
v28	2plPreparf	
v28	imperNormpl	
v28	imperNorm	
v28	1plPreteritNeg	
v28	3sgImpComp	
v28	3plImpCompNeg	
v28	1plPreparfNeg	
v28	3plPreparfNegFam	
v28	2sgPreparfNegFam	
v28	2\*3plPreparfFam	
v28	ProhibNormpl	
v28	1sgPastprog	
v28	1plImpComp	
v28	3plPreteritNeg	
v28	2\*3sgPreSubj	
v28	2\*3plPreInd	
v28	2\*3plPreSubj	
v28	2\*3plPreIndFam	
v28	3sgPreteritNeg	
v28	2\*3plPreteritFam	
v28	3sgPreIndFam	
v28	2\*3plImpCompNeg	
v28	partPasNeg	
v28	2\*3sgPreterit	
v28	2sgPreparfNeg	
v28	1sgPastprogNeg	
v28	2plPreSubjNeg	
v28	3plImpComp	
v28	2plImpComp	
v28	2plPreterit	
v28	2\*3plPreSubjFam	
v28	1plPastprogNeg	
v28	2sgPastprog	
v28	2sgPreparfFam	
v27	2\*3sgPreInd	
v27	2\*3plPreIndNegFam	
v27	1sgPreInd	
v27	2\*3sgPreIndFam	
v27	2\*3plPreInd	
v27	3plPreIndNeg	
v27	2\*3plPreIndFam	
v27	2sgPreIndNeg	
v27	2plPreInd	
v27	1sgPreIndNeg	
v27	3sgPreIndNeg	
v27	\*10\*inf	
v27	1plPreIndNeg	
v27	2plPreIndNeg	
v27	1plPreInd	
v27	2sgPreInd	
v27	3sgPreIndNegFam	
pref		
v3	2\*3plPastprog	
v3	2\*3sgPreInd	
v3	2\*3plImpComp	
v3	partOblig	
v3	3sgPreparfNeg	
v3	partPas	
v3	1plPreSubjNeg	
v3	2sgPreIndNeg	
v3	1plPastprog	
v3	1plPreSubj	
v3	1sgImpCompNeg	
v3	1sgPreterit	
v3	2sgImpComp	
v3	2plPastprog	
v3	2plPreparfNegFam	
v3	1sgImpComp	
v3	3plPreSubjNeg	
v3	\*10\*inf	
v3	3sgImpCompNeg	
v3	2sgPreSubj	
v3	1plPreInd	
v3	2sgImpCompNeg	
v3	2plPastprogNeg	
v3	2sgPreInd	
v3	2\*3plPreteritNegFam	
v3	1sgPreteritNeg	
v3	2\*3plPastprogFam	
v3	partPres	
v3	3plPreparfFam	
v3	3sgPreparfFam	
v3	2plPreteritNeg	
v3	3sgPreSubjNegFam	
v3	ProhibNorm	
v3	3sgPreSubjNeg	
v3	2plPreparfFam	
v3	2sgPreSubjNeg	
v3	2plPreparfNeg	
v3	1plImpCompNeg	
v3	3sgPreparfNegFam	
v3	3sgPreSubjFam	
v3	infApocope	
v3	2\*3sgPastprog	
v3	2\*3plPastprogNegFam	
v3	3plPreSubjNegFam	
v3	1plPreparfNegFam	
v3	3sgPastprogNeg	
v3	1plPreparf	
v3	1plPreterit	
v3	1sgPreparfNegFam	
v3	gerPres	
v3	2plImpCompNeg	
v3	3plPreparfNeg	
v3	2\*3plPreterit	
v3	3sgPreIndNegFam	
v3	1sgPreparfNeg	
v3	ProhibNormForm	
v3	2sgPastprogNeg	
v3	2sgPreteritNeg	
v3	1sgPreparf	
v3	2sgPreparf	
v3	1sgPreSubjNeg	
v3	ProhibNormFormpl	
v3	1sgPreSubj	
v3	2\*3plPreIndNegFam	
v3	1sgPreInd	
v3	3plPastprogNeg	
v3	2sgPreterit	
v3	2plPreSubj	
v3	3plPreIndNeg	
v3	3sgPreparf	
v3	2plPreInd	
v3	1sgPreIndNeg	
v3	1plPreparfFam	
v3	3plPreparf	
v3	1sgPreparfFam	
v3	3sgPreIndNeg	
v3	2\*3plPreparfNegFam	
v3	1plPreIndNeg	
v3	2plPreIndNeg	
v3	2plPreparf	
v3	imperNormpl	
v3	imperNorm	
v3	1plPreteritNeg	
v3	3sgImpComp	
v3	3plImpCompNeg	
v3	1plPreparfNeg	
v3	3plPreparfNegFam	
v3	2sgPreparfNegFam	
v3	2\*3plPreparfFam	
v3	ProhibNormpl	
v3	1sgPastprog	
v3	1plImpComp	
v3	3plPreteritNeg	
v3	2\*3sgPreSubj	
v3	2\*3plPreInd	
v3	2\*3plPreSubj	
v3	2\*3plPreIndFam	
v3	3sgPreteritNeg	
v3	2\*3plPreteritFam	
v3	3sgPreIndFam	
v3	2\*3plImpCompNeg	
v3	partPasNeg	
v3	2\*3sgPreterit	
v3	2sgPreparfNeg	
v3	1sgPastprogNeg	
v3	2plPreSubjNeg	
v3	3plImpComp	
v3	2plImpComp	
v3	2plPreterit	
v3	2\*3plPreSubjFam	
v3	1plPastprogNeg	
v3	2sgPastprog	
v3	2sgPreparfFam	
N14	PlurPers1p	
N14	SingPers2s	
N14	PlurPers2p	
N14	PlurPers1s	
N14	SingPers3p	
N14	SingPers1p	
N14	SingEzafe	
N14	SingPers1s	
N14	PlurPers2s	
N14	Sing	
N14	SingIndef	
N14	PlurEzafe	
N14	PlurIndef	
N14	Plur	
N14	PlurPers3p	
N14	SingPers3s	
N14	SingPers2p	
N14	PlurPers3s	
v19	3sgPreSubjFFam	
v19	2\*3plPastprog	
v19	2\*3sgPreInd	
v19	2\*3plImpComp	
v19	partOblig	
v19	3sgPreparfNeg	
v19	partPas	
v19	1plPreSubjNeg	
v19	2sgPreIndNeg	
v19	1plPastprog	
v19	1plPreSubj	
v19	1sgImpCompNeg	
v19	1sgPreterit	
v19	2sgImpComp	
v19	2plPastprog	
v19	2plPreparfNegFam	
v19	1sgImpComp	
v19	3plPreSubjNeg	
v19	\*10\*inf	
v19	3sgImpCompNeg	
v19	2sgPreSubj	
v19	1plPreInd	
v19	2sgImpCompNeg	
v19	2plPastprogNeg	
v19	2sgPreInd	
v19	2\*3plPreteritNegFam	
v19	1sgPreteritNeg	
v19	2\*3plPastprogFam	
v19	partPres	
v19	3plPreparfFam	
v19	3sgPreparfFam	
v19	2plPreteritNeg	
v19	3sgPreSubjNegFam	
v19	ProhibNorm	
v19	3sgPreSubjNeg	
v19	2plPreparfFam	
v19	2sgPreSubjNeg	
v19	2plPreparfNeg	
v19	1plImpCompNeg	
v19	3sgPreparfNegFam	
v19	infApocope	
v19	2\*3sgPastprog	
